vuln_id,source,compiler,compiler_version,root_cause,impact,compilation_stage,description,fix_status,references,reported_time
apache/tvm#4046,GitHub Issue,TVM,v0.6.1,unknown,remote code execution; reliability degradation,lowering; backend; runtime/execution,"""Bad File Descriptor"" whenever trying to run autotvm inside Jupyter notebook\nHello there! I have compiled TVM v0.5 on macOS 10.14, and although everything works great in ipython when run directly from the command-line, when trying to execute TVM code inside of a jupyter notebook kernel, I get the following errors printed out to the stderr stream of the notebook kernel: Process Process-3: Traceback (most recent call last): File ""/usr/local/Cellar/python/3.7.4_1/Frameworks/Python.framework/Versions/3.7/lib/python3.7/asyncio/selector_events.py"", line 251, in _add_reader key = self._selector.get_key(fd) File ""/usr/local/Cellar/python/3.7.4_1/Frameworks/Python.framework/Versions/3.7/lib/python3.7/selectors.py"", line 192, in get_key raise KeyError(""{!r} is not registered"".format(fileobj)) from None KeyError: '54 is not registered' During handling of the above exception, another exception occurred: Traceback (most recent call last): File ""/usr/local/Cellar/python/3.7.4_1/Frameworks/Python.framework/Versions/3.7/lib/python3.7/multiprocessing/process.py"", line 297, in _bootstrap self.run() File ""/usr/local/Cellar/python/3.7.4_1/Frameworks/Python.framework/Versions/3.7/lib/python3.7/multiprocessing/process.py"", line 99, in run self._target(*self._args, **self._kwargs) File ""/Users/sabae/Library/Python/3.7/lib/python/site-packages/tvm-0.5.dev0-py3.7-macosx-10.14-x86_64.egg/tvm/rpc/tracker.py"", line 338, in _tracker_server handler = TrackerServerHandler(listen_sock, stop_key) File ""/Users/sabae/Library/Python/3.7/lib/python/site-packages/tvm-0.5.dev0-py3.7-mac...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports potential network connectivity problems and failures to connect to the RPC tracker, which could potentially be exploited to disrupt service or, in a more complex scenario, potentially lead to remote code execution if the RPC mechanism has vulnerabilities. The 'Bad file descriptor' and 'Operation timed out' errors suggest a possible denial-of-ser...",closed,https://github.com/apache/tvm/issues/4046,2019-10-01T23:03:30Z
apache/tvm#4087,GitHub Issue,TVM,v0.6.1,memory safety issue,denial of service; memory corruption; remote code execution,graph optimization; lowering; backend,"rocm backend: crash with LLVM 8\nOn Debian (unstable), I have LLVM 8.0.1 (as default llvm) and LLVM 9.0.0 (with llvm-config-9). Using the rocm backend, it seems that when I compile tvm master against 8.0.1, I get crashes (free(): invalid next size (normal), double free without debug build, see below). When I build with LLVM 9, this disappears. I must admit that given that using newer LLVM seems like the future, my suggestion would be to explicitly require LLVM >= 9 for the AMDGPU backend. If that is agreeable, I'd be happy to send a PR. Here is a stack trace, this is from running the reduction example: #0 0x00007ffff7e02081 in raise () from /lib/x86_64-linux-gnu/libc.so.6 #1 0x00007ffff7ded535 in abort () from /lib/x86_64-linux-gnu/libc.so.6 #2 0x00007ffff7e43db8 in ?? () from /lib/x86_64-linux-gnu/libc.so.6 #3 0x00007ffff7e4a48a in ?? () from /lib/x86_64-linux-gnu/libc.so.6 #4 0x00007ffff7e4bdac in ?? () from /lib/x86_64-linux-gnu/libc.so.6 #5 0x00007fffe4b9a1ef in llvm::Module::~Module() () from /usr/lib/llvm-8/lib/libLLVM-8.so.1 #6 0x00007fffe9c675de in std::default_delete<llvm::Module>::operator() (this=0x1a65ef0, __ptr=0xde52d0) at /usr/include/c++/9/bits/unique_ptr.h:81 #7 0x00007fffe9c64016 in std::unique_ptr<llvm::Module, std::default_delete<llvm::Module> >::~unique_ptr (this=0x1a65ef0, __in_chrg=<optimized out>) at /usr/include/c++/9/bits/unique_ptr.h:284 #8 0x00007fffe9c74d0a in std::_Destroy<std::unique_ptr<llvm::Module, std::default_delete<llvm::Module> > > (__pointer=0x1a65ef0) at /usr/includ...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The crash occurs due to memory corruption (free(): invalid next size, double free) when using LLVM 8 with the rocm backend. This indicates a potential vulnerability in how TVM interacts with LLVM 8, potentially leading to arbitrary code execution or denial of service. While the issue is triggered by a specific LLVM version, memory corruption bugs are generally considered security vulnerabilities.""\n}\n```",closed,https://github.com/apache/tvm/issues/4087,2019-10-08T10:59:54Z
apache/tvm#4116,GitHub Issue,TVM,v0.6.1,type system/type confusion issue,denial of service,graph optimization; lowering; runtime/execution,"[RFC] Unifying Object Protocol in the Stack\nWe start to introduce many useful reference-counted objects in the stack, including: runtime::Object used by virtual machine, needed in runtime. Node used to store ASTs. These objects have quite a lot in common, as a matter of fact, the implementation of Object and Node system is roughly the same as Node. (or tag if we use the terminology tagged-union objects). Besides these two objects runtime::NDArray is also quite similar, and could potentially be unified. This is an RFC to discuss for us to unify some of these(at least Node and Object) implementations into a single one. Doing so would give us a more unified runtime system that can help us to clearly define an extensive runtime for deep learning models. It also allows us to have reusable containers such as Array and Map that can contain both runtime objects and Node. Features and High-level Considerations Features that benefits all objects F1: reference counted object. F2: self-managing (have a customized deleter) that can be called upon release. F3: being future compatible to new allocation strategy(e.g. allocate object from a pool) F4: runtime type casting: we want to be able to check the object type during runtime and cast them. // Example of runtime type casting. void Process(Expr ast) { if (const AddNode* ptr = ast.as<AddNode>()) { // Logic for add } else if (const SubNode* ptr = ast.as<SubNode>()) { // Logic for sub } } Features that needed by Node(AST), they are implemented by additional virtual functions in the...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The discussion revolves around a core object protocol with runtime type checking and casting. Incorrect implementation of runtime type checking (specifically, vulnerabilities in `IsInstance()`) could lead to type confusion vulnerabilities, potentially allowing an attacker to bypass security checks or cause denial of service. The proposal also discusses memory management (deleters, reference count...",closed,https://github.com/apache/tvm/issues/4116,2019-10-13T05:24:17Z
apache/tvm#4139,GitHub Issue,TVM,v0.6.1,unknown,remote code execution; information leakage; reliability degradation,frontend/IR construction; lowering,"[Relay] Resolve cyclic dependency in Closure\nRight now relay leak memory for all of the executor (aot, interpreter, vm), for even the simplest program (id = fun x => x). They all happened to be caused by the exact same problem. In Relay Implementation, a closure capture over all the free variables, holding a reference to all of them. However, it also hold a reference of itself (as long as it has a name, while ANF give everything a name). This make all closure cyclic data structure. I propose to solve it by making the two following modification: add a new Value, RecFunc. RecFunc hold a shared_ptr of a vector of closure, and a size_t index into it. Every Closure will now have another field, a Map<Var, size_t> which store all recursive call (if any, including mutually recursive one) from the parent RecFunc. This is in inspiration from https://cs.indiana.edu/ftp/techreports/TR73.pdf - I will submit a PR soon, issuing here for visibility so ppl can avoid the same problem again.\n```json\n{""security_related"": true, ""reason"": ""The issue describes a memory leak in Relay across multiple executors (aot, interpreter, vm) caused by a cyclic data structure in closures. Memory leaks can potentially lead to denial-of-service vulnerabilities by exhausting system resources. While not a direct exploit, it's a fundamental weakness that could be leveraged or exacerbate other vulnerabilities. The description indicates a potential for resource exhaustion, which is a security concern.""}\n`",closed,https://github.com/apache/tvm/issues/4139,2019-10-17T04:34:53Z
apache/tvm#4148,GitHub Issue,TVM,v0.6.1,memory safety issue,denial of service; memory corruption; remote code execution,graph optimization; lowering; runtime/execution,"Destruct graph module after main() will cause segment fault\nminimal reproducible example: #include <fstream> #include <string> #include <iostream> #include <dlpack/dlpack.h> #include <tvm/runtime/module.h> #include <tvm/runtime/packed_func.h> #include <tvm/runtime/registry.h> tvm::runtime::Module load_model(const std::string &modelFolder, const int deviceType, const int deviceID) { // load graph structure std::ifstream graphStream(modelFolder + ""/deploy_graph.json"", std::ios::in); std::string graph((std::istreambuf_iterator<char>(graphStream)), std::istreambuf_iterator<char>()); graphStream.close(); // load module op library tvm::runtime::Module lib = tvm::runtime::Module::LoadFromFile(modelFolder + ""/deploy_lib.so""); // create graph runtime tvm::runtime::Module model = (*tvm::runtime::Registry::Get(""tvm.graph_runtime.create""))( graph, lib, deviceType, deviceID); // load parameters std::ifstream paramsStream(modelFolder + ""/deploy_param.params"", std::ios::binary); std::string paramsData((std::istreambuf_iterator<char>(paramsStream)), std::istreambuf_iterator<char>()); paramsStream.close(); // parameters need to be TVMByteArray type to indicate the binary data TVMByteArray paramsArr; paramsArr.data = paramsData.c_str(); paramsArr.size = paramsData.length(); // get the function from the module(load patameters) tvm::runtime::PackedFunc load_params_func = model.GetFunction(""load_params""); load_params_func(paramsArr); return model; } class A { public: A(const std::string &modelFolder, const int deviceType, const int deviceID) { model_ =...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a segmentation fault occurring when the `tvm::runtime::Module` object is destructed after `main()`. This suggests a potential memory safety issue (use-after-free, double-free, or invalid memory access) within the TVM runtime library when handling graph module destruction. Such memory safety issues can potentially be exploited for remote code execution or denial...",closed,https://github.com/apache/tvm/issues/4148,2019-10-18T14:04:18Z
apache/tvm#4201,GitHub Issue,TVM,v0.6.1,shape inference error,memory corruption,graph optimization; lowering; backend,"Segfault while building YOLO on Jetson TX2\nHey, I tried to compile a tiny yolov3 for execution on an NVidia Jetson TX2 using CUDA. The TVM instance is compiled for CUDA and LLVM. The conversion of the yolo model runs without problems, but when I try to build the model on the Jetson I get the following error: terminate called after throwing an instance of 'std::bad_alloc' what(): std::bad_alloc The compilation is done using the following code. The rest of the code bases on the yolo TVM tutorial. target = tvm.target.cuda() data = np.empty([batch_size, net.c, net.h, net.w], dtype) shape = {'data': data.shape} print(""Compiling the model..."") with nnvm.compiler.build_config(opt_level=2): graph, lib, params = nnvm.compiler.build(mod, target=target, target_host='llvm -target=aarch64-linux-gnu')\n```json\n{\n ""security_related"": true,\n ""reason"": ""The `std::bad_alloc` exception suggests a potential memory exhaustion or memory corruption issue during compilation. While not directly exploitable as described, such errors can sometimes be indicative of underlying vulnerabilities like heap overflows or use-after-free conditions, especially when combined with the CUDA and LLVM compilation process. It warrants investigation as a potential memory safety issue.""\n}\n```",closed,https://github.com/apache/tvm/issues/4201,2019-10-25T13:06:39Z
apache/tvm#4355,GitHub Issue,TVM,v0.6.1,concurrency issue,denial of service; remote code execution; reliability degradation,graph optimization; lowering,"Is TVM incompatible with python's multiprocessing module?\nHi there, I was building a deep learning server that contains multiple CNN modules (some of these models were transformed into TVM for acceleration). I used multiprocessing.Process to run all the CNN modules in parallel. However, this server occasionally and randomly hung after processing hundreds of requests. And this hanging seems to be very likely caused by combination of TVM and multiprocessing module. Because only if I turn off TVM can the server run stably without hanging. Can TVM work with python's multiprocessing? if not, is there anyway to fix this issue? Thanks a lot!\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a potential race condition or resource exhaustion when combining TVM with Python's multiprocessing module, leading to server hangs. While not a classic vulnerability like RCE or XSS, a hang under load can be exploited for denial-of-service (DoS). The unpredictable nature of the hang suggests a potential underlying concurrency issue within TVM that could be triggered maliciously, making it security-relevant. The fact that disabl",closed,https://github.com/apache/tvm/issues/4355,2019-11-16T16:25:51Z
apache/tvm#4387,GitHub Issue,TVM,v0.6.1,type system/type confusion issue,denial of service,lowering; backend,"PackedFunc usage in generated code should be thread-safe\nSee the discussion at https://discuss.tvm.ai/t/tvm-deadlocking-when-calling-python-packedfunc-from-generated-code/4657. In the custom datatypes framework I'm building, one feature I'd love to incorporate is the ability to implement datatype operations purely in Python. The way I've currently implemented this takes in a Python function implementing a datatype operator (e.g. my_custom_dtype_add), wraps it in a PackedFunc, and then, at codegen, when TVM sees an add with the custom type, it inserts a tvm_call_packed_lowered intrinsic calling the PackedFunc. The above discuss thread describes my experimentation with this -- it works, if I run TVM single-threaded. Tianqi suspects that the problem is that calls to PackedFuncs in generated code are not thread-safe, due to how they handle argument and return allocation. This issue is meant to open the discussion on making generated PackedFunc calls thread-safe. I'm sure this has been discussed before -- please link previous discussions and conclusions!\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue describes a potential race condition when calling Python functions wrapped in PackedFunc from generated code in a multi-threaded environment. This could lead to undefined behavior, crashes, or potentially exploitable vulnerabilities if the PackedFunc handles sensitive data or controls critical system operations. While not a direct vulnerability disclosure, the lack of thread safety in generated code that calls into Python functions is",closed,https://github.com/apache/tvm/issues/4387,2019-11-20T18:46:17Z
apache/tvm#4403,GitHub Issue,TVM,v0.6.1,unknown,integrity violation; reliability degradation,lowering,"[RFC][Cryptography] Modernize the cryptography implementation\nSignificant progress has been made during recent years due to the development of blockchain. However, these cryptography protocols are hard to implement correctly and even more hard to parallelize. A lot of them can be efficiently parallelized, and I will list some of them later. It shares a data-parallel nature with deep learning tasks. Existing new papers are doing the experiment in single-thread mode, and claiming that it's parallelizable, for example Ligero, Libra. I am an author of Libra (not the facebook libra), and I tried to implement a parallelized one. There are several reasons for not presenting the parallelized program in our paper: The zero-knowledge community usually doesn't do the parallelized implementation, and it's considered unfair to do this. If we can make an easy tool to parallelize it, it will gradually become a standard way for the community, and no fairness problem. It's tricky to deal with cache misses. It will be nice to have an automatic tool to balance the parallelism and cache misses, and even deliver GPU&ASIC implementations. Example applications Merkle tree Merkle tree enables Alice to commit their secret data and Bob can verify the membership of that secret data. Alice cannot modify the secret data after the commitment is made. It builds a binary tree, where leaves are the data itself, and for every parent node, it hashes the child node and stores the hash value. Alice will output the root node as the commitment. Any data modify will change...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue discusses modernizing cryptography implementations, including primitives like collision-resistant hash functions, encryption algorithms, and zero-knowledge proofs. These are core components of security systems, and improvements or vulnerabilities in their implementation directly impact security. The mention of 'data integrity', 'commitment', and 'zero-knowledge proofs...",closed,https://github.com/apache/tvm/issues/4403,2019-11-22T20:01:21Z
apache/tvm#4464,GitHub Issue,TVM,v0.6.1,unknown,remote code execution,frontend/IR construction; graph optimization; lowering; backend; runtime/execution,"[RFC] Add TVMDSOOp to integrate any TVM operator with TensorFlow\nProblem TensorFlow is one of the most popular machine learning libraries and most developers are used to train/inference models with TensorFlow/TensorFlow Serving. TVM is the flexible compiler to run computation efficiently in different devices. Although TensorFlow has implemented some efficient GPU operators, developers can benifit from TVM to get more than 10 times speedup and FPGA support. But TensorFlow and TVM have two different code stacks and runtime APIs to use. There are two ways to integrated TVM with TensorFlow. The first one is tensorflow-to-tvm which has been support by relay importer. Most TensorFlow operators can be “translated” to TVM operators which is useful if want to run the TVM stack with the model structure from other frameworks. The second one is tvm-to-tensorflow. This requires to embed TVM operators in TensorFlow graph so that we can use TensorFlow session to run preset operators and TVM-optimized operators. This is really helpful if we want to use TVM to optimize part of the computation graph while developers can use TensorFlow Python API to describe the model and use TensorFlow Serving for inference. Embedding TVM in TensorFlow requires the minimal cost to use TVM optimiztion on existing models and extend TensorFlow functionalities such as FPGA support. This RFC describes how we design to support tvm-to-tensorflow with TensorFlow custom op API and the detail of implementation. Considerations Developers can use TVM stack to build operators without...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The proposal introduces a TensorFlow custom operator (TVMDSOOp) that loads arbitrary dynamic libraries. This poses a significant security risk as a malicious library could be loaded, leading to remote code execution (RCE). The RFC explicitly states it allows developers to build operators without limitation, increasing the attack surface. The zero-copy Tensor data transfer, w...",closed,https://github.com/apache/tvm/issues/4464,2019-12-04T07:12:30Z
apache/tvm#4508,GitHub Issue,TVM,v0.6.1,shape inference error,denial of service; memory corruption,frontend/IR construction; graph optimization; lowering; backend,"Broadcasting is broken with LayoutTransform\nWhen using using optimization level >= 3 - LayoutTransform fails on converting C -> NCHW8c when input shape is (1,) and that breaks next operation which suppose to broadcast this input. Code to reproduce. It works with opt_level < 3 target = 'llvm' target_host = 'llvm' input = relay.var('input', shape=(1, 500, 500, 64), dtype='float32') kernel = relay.var('kernel', shape=(3, 3, 64, 64), dtype='float32') bias = relay.var('bias', shape=(64,), dtype='float32') multiplier = relay.const([0.1]) x = relay.nn.conv2d(input, kernel, data_layout='NHWC', kernel_layout=""HWIO"", kernel_size=(3, 3)) x = relay.add(bias, x) x = relay.nn.relu(x) x = relay.multiply(multiplier, x) fun = relay.Function([input, kernel, bias], x) with relay.build_config(opt_level=3): graph, lib, params = relay.build(relay.Module({""main"": fun}), target=target, target_host=target_host) Compiled program with issue fn (%input: Tensor[(1, 500, 500, 64), float32], %kernel: Tensor[(3, 3, 64, 64), float32], %bias: Tensor[(64), float32]) -> Tensor[(1, 498, 498, 64), float32] { %0 = expand_dims(meta[relay.Constant][0], axis=0, num_newaxis=3); %1 = layout_transform(%0, src_layout=""NHWC"", dst_layout=""NCHW8c""); %2 = expand_dims(%bias, axis=0, num_newaxis=3); %3 = layout_transform(%2, src_layout=""NHWC"", dst_layout=""NCHW8c""); %4 = layout_transform(%input, src_layout=""NHWC"", dst_layout=""NCHW8c""); %5 = layout_transform(%kernel, src_layout=""HWIO"", dst_layout=""OIHW8i8o""); %6 = nn.contrib_conv2d_NCHWc(%4, %5, channels=64, kernel_siz...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a crash during type checking within the `LayoutTransformRel` function, triggered by a specific input shape and optimization level. This indicates a potential vulnerability in how the library handles layout transformations, potentially leading to denial of service or, in more severe cases, exploitable memory corruption if the type checking failure can be triggered maliciously. T...",closed,https://github.com/apache/tvm/issues/4508,2019-12-11T16:38:41Z
apache/tvm#4534,GitHub Issue,TVM,v0.6.1,memory safety issue,denial of service; memory corruption; reliability degradation,frontend/IR construction; graph optimization; lowering; backend,"[Relay] Dead code elimination pass blows up call stack\nThis was not obvious to me because code that I was previously working with successfully suddenly started segfaulting when I upgraded my TVM build to the 0.6.0 release, but: for even relatively simple feed forward graphs (a few convolutional layers + fully connected + output), the gradient function from relay becomes fairly complex especially if using higher order mode for higher order mode, when running a PartialEvaluate() + DeadCodeElimination() pass, the dead code elimination segfaults under Ubuntu default ulimit, but passes when increasing ulimit to something very large looking at the coredump in gdb, the stack when the segfault happens is several thousand frames deep inside the recursive node traversal here: https://github.com/apache/incubator-tvm/blob/master/src/relay/pass/dead_code.cc#L131 for first order mode gradients, the VM compilation step also runs several DeadCodeElimination passes and for gradients of larger models (especially tensorflow models which insert a lot of transpose operations to make conv2d layers NCHW), the same stack overflow happens I think this is a regression from earlier versions, but: it would be preferable to remove the recursion inside DCE, or fix it so it's tail recursive and the compiler can optimize away previous stack frames, or transform to an explicit stack, so users don't get this cryptic segfault if that's not possible, the documentation should include a note that users should increase their ulimit\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a stack overflow leading to a segmentation fault during dead code elimination. While seemingly a crash, a stack overflow can be exploited to potentially achieve code execution (stack buffer overflow). The issue specifically mentions a regression, indicating a change in behavior that introduced this potential vulnerability. The large recursion depth is a strong indicator of a potential exploit vector.""\n...",closed,https://github.com/apache/tvm/issues/4534,2019-12-17T16:03:49Z
apache/tvm#4540,GitHub Issue,TVM,v0.6.1,codegen/lowering bug,denial of service; remote code execution,frontend/IR construction; graph optimization; lowering; backend,"TVM CUDA schedule: Incorrect shared memory size loading a padded tile\nFirst of all, TVM is amazing work! It's very enjoyable working with it. I built TVM from source at this commit: 3c9d19d I am trying to get the following to work: I have a 512x512 input I pad it with 3 pixels in each direction, i.e. the padded input is 518x518 I compute a stencil on this The computation: import tvm in_size = 512 pad = 3 pad_size = in_size + 2 * pad A = tvm.placeholder((in_size, in_size), name='A') # padding from the conv example Apad = tvm.compute( (pad_size, pad_size), lambda yy, xx: tvm.if_then_else( tvm.all(yy >= pad, yy - pad < in_size, xx >= pad, xx - pad < in_size), A[yy-pad, xx-pad], tvm.const(0., ""float32"")), name='Apad') Out = tvm.compute((pad_size, pad_size), lambda j,i: tvm.if_then_else( tvm.all(i>0, j>0, i < pad_size - 1, j < pad_size - 1), ( Apad[j-1,i-1] + Apad[j-1, i] + Apad[j-1,i+1] + Apad[j ,i-1] + Apad[j , i] + Apad[j ,i+1] + Apad[j+1,i-1] + Apad[j+1, i] + Apad[j+1,i+1]) , tvm.const(0.,""float32"")), name ='Out') I am trying the following schedule, with the goal to compute in a TXxTY tile, that loads a 10x10 tile into shared memory: s = tvm.create_schedule(Out.op) TX = 8 TY = 8 block_x = tvm.thread_axis(""blockIdx.x"") thread_x = tvm.thread_axis((0, TX), ""threadIdx.x"") thread_y = tvm.thread_axis((0, TY), ""threadIdx.y"") j,i = Out.op.axis ii, io = s[Out].split(i, nparts=TX) ji, jo = s[Out].split(j, nparts=TY) s[Out].reorder(jo, io, ji, ii) ijo = s[Out].fuse(jo, io) Ashm = s.cache_read(Apad, 'shared', [Out]) s[Ashm].compute_at(s[Out], ii) s[Apad]...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports excessive shared memory allocation (209764 floats) due to an incorrect schedule, potentially leading to a denial-of-service (DoS) if the allocated shared memory exceeds the device's capacity. While not a direct exploit, uncontrolled resource consumption can be considered a security weakness.""\n}\n```",closed,https://github.com/apache/tvm/issues/4540,2019-12-18T14:44:03Z
apache/tvm#4660,GitHub Issue,TVM,v0.6.1,unknown,denial of service; reliability degradation,lowering; runtime/execution,"Unicode, Base64 errors using SaveJSON, LoadJSON on constants with aarch64 only (works on x86_64)\nThe code snippet below gives the following error on aarch64 during the call to save_json (NVIDIA jetson xavier to be specific): Traceback (most recent call last): File ""repro.py"", line 35, in <module> json_str = save_json(mod['main']) File ""/home/nvidia/trevor-tvm/python/tvm/api.py"", line 171, in save_json return _api_internal._save_json(node) File ""/home/nvidia/trevor-tvm/python/tvm/_ffi/_ctypes/function.py"", line 210, in __call__ return RETURN_SWITCH[ret_tcode.value](ret_val) File ""/home/nvidia/trevor-tvm/python/tvm/_ffi/_ctypes/types.py"", line 95, in <lambda> TypeCode.STR: lambda x: py_str(x.v_str), File ""/home/nvidia/trevor-tvm/python/tvm/_ffi/base.py"", line 46, in <lambda> py_str = lambda x: x.decode('utf-8') UnicodeDecodeError: 'utf-8' codec can't decode byte 0xff in position 202643: invalid start byte I can avoid the unicode decode error if I call SaveJSON from C++ (so it seems to be a problem with FFI), but then I get the following error while deserializing using LoadJSON: [bt] (3) /home/nvidia/trevor-tvm/build/libtvm.so(tvm::LoadJSON(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)+0x190) [0x7fa7c2da10] [bt] (2) /home/nvidia/trevor-tvm/build/libtvm.so(tvm::runtime::NDArray::Load(dmlc::Stream*)+0x5d0) [0x7fa7c2ee68] [bt] (1) /home/nvidia/trevor-tvm/build/libtvm.so(tvm::common::Base64InStream::Read(void*, unsigned long)+0x44c) [0x7fa7c2f88c] [bt] (0) /home/nvidia/trevor-tvm/build/libtvm.so(dmlc::LogMessageFatal::~LogMessageFatal()+0x4...\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports errors in serialization/deserialization (SaveJSON, LoadJSON) related to Unicode and Base64 encoding/decoding. These functions are often used to handle data exchange, and vulnerabilities in their implementation can lead to potential security issues like injection attacks (if improperly sanitized data is deserialized) or denial...",closed,https://github.com/apache/tvm/issues/4660,2020-01-08T19:34:34Z
apache/tvm#4748,GitHub Issue,TVM,v0.6.1,shape inference error,denial of service; remote code execution,frontend/IR construction; graph optimization; lowering; backend; runtime/execution,"[RELAY] Support RelayBuild with Only Constants\nThe below reduced test-case shows segmentation fault in TVM compiler stack at the optimization level 2 and above. The problem is in call to 'lib.get_source()', as constant folding optimizes away whole graph and lib object becomes NULL. import tvm from tvm import relay from tvm.contrib import graph_runtime import numpy as np data_shape = (2, 2) matrix_x = relay.var('matrix_x', shape=data_shape, dtype='int32') matrix_y = relay.var('matrix_y', shape=data_shape, dtype='int32') add = relay.op.add(matrix_x, matrix_y) fun = relay.Function([matrix_x,matrix_y], add) relayMod = relay.Module({}) fname = relay.GlobalVar('main') relayMod.entry_func = fname relayMod[fname] = fun print(""Relay Module:\n"", relayMod) x_data = np.matrix('1 2; 3 4', dtype='int32') y_data = np.matrix('5 6; 7 8', dtype='int32') params = { ""matrix_x"" : x_data, ""matrix_y"" : y_data, } with relay.build_config(opt_level=3): graph, lib, params = relay.build(relayMod, ""llvm"", params=params) print(""Model graph:\n"", graph) print(""\nModel parameters:"") for item in params: print(item, "":\n"", params[item]) print(""\nOperator library:\n"", lib.get_source()) mod = graph_runtime.create(graph, lib, ctx=tvm.cpu(0)) mod.set_input(**params) mod.run() res = mod.get_output(0).asnumpy() print(""inference:\n"", res)\n```json\n{\n ""security_related"": true,\n ""reason"": ""The issue reports a segmentation fault triggered by constant folding, leading to a NULL pointer dereference ('lib object becomes NULL' when calling 'lib.get_source()'). This indicates a potential vulnerability where carefully crafted input (constants in this case) can cause a crash, potentially exploitable for denial of service or, in more complex scenarios, potentially leading to code execution if the NULL pointer dereference can be controlled.",closed,https://github.com/apache/tvm/issues/4748,2020-01-20T09:31:03Z
apache/tvm#4754,GitHub Issue,TVM,v0.6.1,memory safety issue,denial of service; memory corruption,frontend/IR construction; lowering,"autotvm extract tasks from BERT model cause segmentation fault\nHi, I try to tune the matmul op in BERT model, but I encountered segmentation fault when I run the following line tasks = autotvm.task.extract_from_program(sym[""main""], target=target, params=params, ops=(relay.op.nn.batch_matmul,)) And using gdb it shows following message #1 0x00007fffe751e2ab in tvm::relay::ExprVisitor::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libtvm.so #2 0x00007fffe74755ea in tvm::relay::WellFormedChecker::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libtvm.so #3 0x00007fffe751aee0 in tvm::relay::ExprVisitor::VisitExpr_(tvm::relay::CallNode const*) () from /media/disk/DL/tvm/build/libtvm.so #4 0x00007fffe73872a2 in tvm::relay::ExprFunctor<void (tvm::RelayExpr const&)>::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libtvm.so #5 0x00007fffe751e2ab in tvm::relay::ExprVisitor::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libtvm.so #6 0x00007fffe747654e in tvm::relay::WellFormedChecker::VisitExpr_(tvm::relay::FunctionNode const*) () from /media/disk/DL/tvm/build/libtvm.so #7 0x00007fffe73872a2 in tvm::relay::ExprFunctor<void (tvm::RelayExpr const&)>::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libtvm.so #8 0x00007fffe751e2ab in tvm::relay::ExprVisitor::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libtvm.so #9 0x00007fffe74755ea in tvm::relay::WellFormedChecker::VisitExpr(tvm::RelayExpr const&) () from /media/disk/DL/tvm/build/libt...\n```json\n{\n ""security_related"": true,\n ""reason"": ""Segmentation faults can indicate memory safety issues, which are a security vulnerability. The issue occurs when extracting tasks from a BERT model, suggesting a potential problem with how the model's structure is processed, potentially leading to exploitable memory corruption.""\n}\n```",closed,https://github.com/apache/tvm/issues/4754,2020-01-21T05:12:01Z
