vuln_id,compiler,compiler_version,vulnerability_type,root_cause,root_cause_detail,description,reported_time,reference
10309,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"After autoscheduler tuning on ARM CPU, the lowered TOPI/TE dense(matmul) compute ends up with a tensor_b shape mismatch, leading to an internal inconsistency that triggers a crash during compilation/lowering. A crafted model/workload that drives this tuning path can cause a denial-of-service via compiler crash.",[Bug] dense.py in matmul  tensor_b.shape mismatch after autoscheduler tuning in ARM CPU,2022-02-18T12:11:08Z,https://github.com/apache/tvm/issues/10309
10324,apache/tvm,v0.8,Improper Control of Compilation Availability,IR Transformation Errors,"When the Relay/VM compilation is run with opt_level=0, essential transformation/analysis passes (e.g., those establishing memory planning/ManifestAlloc prerequisites) are skipped, but later stages still assume their results. This leads to invalid memory allocation metadata/state and a resulting segmentation fault (potential memory corruption) triggered by a crafted model/program compiled under opt_level=0.",[Bug][VM] Segmentation fault triggered if opt level set to 0,2022-02-19T07:20:33Z,https://github.com/apache/tvm/issues/10324
10369,apache/tvm,v0.8,CWE-617: Reachable Assertion,Invariant Violations,"During AutoScheduler task extraction / compute DAG analysis, a model using `layout_free_placeholders` can trigger a code path where an expected mapping entry is absent, causing the assertion `name_it != name_to_arg.end()` to fail and crash the compiler instead of gracefully handling the unusual placeholder layout case.",[Bug][AutoScheduler] `name_it != name_to_arg.end()` check failed with `layout_free_placeholders`,2022-02-24T09:02:07Z,https://github.com/apache/tvm/issues/10369
10374,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"During AOTExecutorCodegen (LegalizePackedCalls), the device_id field for intermediate tensors is not populated, leading to incorrect device context handling at runtime and resulting in crashes or degraded reliability when executing generated code.",[Bug] AOTExecutorCodegen doesn't populate device_id of intermediate tensors,2022-02-24T18:29:13Z,https://github.com/apache/tvm/issues/10374
10390,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The Relay FuseOps pass reads the link_params setting from the executor configuration instead of the target configuration, leading to inconsistent compilation settings and a crash during graph-level transformation under certain build configurations.",[Bug] fuse_ops takes link_params from executor instead of target,2022-02-25T17:32:13Z,https://github.com/apache/tvm/issues/10390
10398,apache/tvm,v0.8,CWE-476: NULL Pointer Dereference,Memory Management Defects,"InferType crashes when a Relay function calls a global identity function, indicating the type inference logic fails to properly handle or validate the resolved global function/its type (e.g., missing/undefined checked_type or function node), leading to a NULL dereference and compiler crash.",[Bug] InferType crashes when a relay function calls an global identity function,2022-02-27T14:30:03Z,https://github.com/apache/tvm/issues/10398
10404,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"A crafted or edge-case Relay graph triggers MergeComposite to merge/annotate nodes in a way that violates Relay IR/type invariants, leading to a crash during subsequent type inference and causing compilation to fail (availability impact).",[Bug] MergeComposite Pass breaks,2022-02-28T04:00:58Z,https://github.com/apache/tvm/issues/10404
10506,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"Relay quantization/operator legalization graph rewrite produces an IR with mismatched or invalid types, leading to a type error at inference time and causing a crash/availability loss when compiling or running the quantized model.",[Bug] type error when inference after quantization,2022-03-07T02:33:30Z,https://github.com/apache/tvm/issues/10506
10528,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"A simple Relay model (Conv2d followed by Squeeze) triggers a GetStoreRule failure during layout transformation/alter_op_layout, leading to a compiler crash instead of gracefully handling the unsupported/invalid layout rule case.",[Bug] GetStoreRule failure at simple Conv2d + Squeeze model,2022-03-08T06:38:01Z,https://github.com/apache/tvm/issues/10528
10545,apache/tvm,v0.8,Incorrect Preservation of Model Semantics,Backend Inconsistencies,"The compiled CUDA/PTX code can produce different inference outputs across repeated runs of the same model, indicating a semantic-equivalence violation likely due to nondeterministic GPU behavior (e.g., race conditions, uninitialized memory usage, or non-deterministic reduction/atomic ordering) introduced or not controlled by the code generation stage.",[Bug] TVM model give different results when run multiple times,2022-03-09T12:06:48Z,https://github.com/apache/tvm/issues/10545
10559,apache/tvm,v0.8,Incorrect Preservation of Model Semantics,Backend Inconsistencies,"The report describes inference outputs changing across repeated runs of the same compiled TVM model, indicating the compiled CUDA/PTX kernel execution is not semantically stable (e.g., due to nondeterministic parallel reductions, race conditions, or uninitialized/undefined memory usage), leading to inconsistent results without an explicit failure.",[Bug] TVM model give different results when run multiple times,2022-03-10T02:51:10Z,https://github.com/apache/tvm/issues/10559
10738,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The ONNX frontend fails to correctly handle Reduce ops that produce scalar outputs (e.g., empty/None axes or full reduction), leading to an internal crash during ONNX->Relay conversion instead of gracefully validating or lowering the case.",[Bug][ONNX][EdgeCase] Crash on Scalar Reduce ,2022-03-23T19:40:03Z,https://github.com/apache/tvm/issues/10738
10857,apache/tvm,v0.8,Improper Control of Compilation Availability,Memory Management Defects,"The Relay device planning/graph pass in device_planner.cc performs recursive traversal without sufficient termination/recursion-depth safeguards, allowing crafted or deeply nested Relay graphs to trigger stack overflow and crash the compiler.",Another stack overflow due to recursive call in device_planner.cc,2022-04-01T06:15:27Z,https://github.com/apache/tvm/issues/10857
10877,apache/tvm,v0.8,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The LoopVectorize and/or CompactBufferAllocation passes can apply invalid vectorization and buffer compaction, producing incorrect memory access patterns (e.g., wrong indexing/aliasing assumptions) that change the program’s computed results, leading to inference result inconsistency without necessarily crashing.",[Bug][TIR] Invalid loop vectorization and buffer compaction,2022-04-01T21:34:05Z,https://github.com/apache/tvm/issues/10877
11139,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"During auto-scheduler schedule search/sketch generation, the compiler crashes when the same input tensor is accessed/consumed by two separate te.compute() operations, indicating missing handling/validation of this graph pattern and leading to a compilation-time availability failure.",[Bug] auto scheduler fails when an input is accessed in two te.compute() functions,2022-04-27T08:17:16Z,https://github.com/apache/tvm/issues/11139
11309,apache/tvm,v0.8,Improper Control of Compilation Availability,Memory Management Defects,"The TVM VM CUDA runtime/device API and VM output handling do not robustly detect or recover from a GPU reset, leading to continued use of invalidated CUDA contexts/pointers and triggering invalid memory accesses (crash and potential memory corruption) when subsequent VM operations access previously allocated GPU memory.",[Bug] [VM][CUDA] Invalid memory access after GPU reset.,2022-05-13T12:50:12Z,https://github.com/apache/tvm/issues/11309
11351,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"The Relay-to-TIR lowering/TOPI schedule selection path chooses or generates the conv2d_nhwc_dsp.arm_cpu implementation that incorrectly assumes/handles data types, leading to a mismatch or invalid casting/packing when both input and output are float32, which triggers a crash during lowering or codegen.",[conv2d][DSP][ARM] conv2d_nhwc_dsp.arm_cpu has error with input float32 and output float32 type,2022-05-18T00:42:20Z,https://github.com/apache/tvm/issues/11351
11394,apache/tvm,v0.8,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The CMSIS-NN BYOC integration’s AllocateConstNodes logic mishandles constant nodes during code generation (allocation and symbol emission), which can be triggered by certain models to produce inconsistent inference results and/or cause codegen/runtime crashes, degrading compilation/inference availability.",[Bug] Problem with AllocateConstNodes in CMSIS-NN code ,2022-05-20T15:41:02Z,https://github.com/apache/tvm/issues/11394
11452,apache/tvm,v0.8,Improper Control of Compilation Availability,Backend Inconsistencies,"Importing TVM alongside newer MXNet versions triggers a crash at Python module import / shared-library initialization time, indicating missing/insufficient compatibility checks and unsafe initialization order/ABI assumptions that can cause process termination (and potentially memory corruption) during runtime/FFI setup.",[Bug] import of mxnet newer than 1.6.0 after tvm is crashed,2022-05-25T09:28:14Z,https://github.com/apache/tvm/issues/11452
11558,apache/tvm,v0.8,CWE-617: Reachable Assertion,Invariant Violations,"During Relay-to-TE lowering for relay.vision.non_max_suppression, TE schedule bound inference (InferBound) assumes a required mapping entry exists (it != rmap->end()) and enforces it via a CHECK. A crafted/edge-case model triggers a state where the mapping is absent, causing a reachable assertion and compiler crash (availability impact).",[Bug] Check failed: (it != rmap->end()) when using relay.build in relay.vision.non_max_suppression,2022-06-03T09:19:33Z,https://github.com/apache/tvm/issues/11558
11640,apache/tvm,v0.8,CWE-20: Improper Input Validation,Tensor Mapping Defects,"Relay type inference for reduction operators does not correctly validate/handle the unusual case `axis=[]`, resulting in a segmentation fault (likely due to invalid indexing/assumptions about non-empty axes) and allowing a crafted model/IR to crash the compiler during analysis.",[Bug] Segmentation fault during type inference of reduction operators with `axis=[]`,2022-06-09T06:21:04Z,https://github.com/apache/tvm/issues/11640
11679,apache/tvm,v0.8,CWE-20: Improper Input Validation,Tensor Mapping Defects,"Relay InferType for strided_slice assumes non-empty `begin` (and related arrays) and performs indexed access without guarding against the empty-list case, leading to an index error and compiler crash when given a crafted model with empty `begin`.",[Bug] Index error in type inference of `strided_slice` with empty `begin`,2022-06-11T03:18:33Z,https://github.com/apache/tvm/issues/11679
11687,apache/tvm,v0.8,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The nn.pad operator with pad_mode='reflect' produces wrong padded values at runtime, indicating a semantic mismatch between expected reflect-padding behavior and the generated/operator implementation, leading to inconsistent inference results without necessarily crashing.",[Bug] Wrong padded values of `nn.pad` with `pad_mode='reflect'`,2022-06-13T03:36:21Z,https://github.com/apache/tvm/issues/11687
11697,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"A graph containing nn.bias_add followed by squeeze with axis=[] triggers a runtime execution error/crash in GraphExecutor or the generated TIR operator invocation because the runtime/operator implementation does not correctly handle the exceptional condition of an empty axis list, leading to an uncaught exception and loss of availability.",[Bug] Execution error of a simple `nn.bias_add` + `squeeze` graph where `axis=[]`,2022-06-14T03:18:27Z,https://github.com/apache/tvm/issues/11697
11704,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Backend Inconsistencies,"A crafted Relay graph combining broadcasting operators with a dense op triggers an unhandled edge case during lowering/operator scheduling (TOPI schedule selection for dense on x86), causing the compiler to crash instead of rejecting or safely handling the unsupported shape/layout scenario.",[Bug] Relay program with broadcasting operators and `dense` cannot be compiled,2022-06-14T14:12:20Z,https://github.com/apache/tvm/issues/11704
11716,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"A crafted TIR schedule combining tensorize and prefetch causes the arith/int_set and buffer access domain analysis during lowering to hit an unhandled case (e.g., invalid/unsupported access domain), leading to a compiler crash and denial of compilation availability.",[Bug] Crash with tensorize + prefetch after PR#11589,2022-06-14T18:47:45Z,https://github.com/apache/tvm/issues/11716
11794,apache/tvm,v0.8,CWE-617: Reachable Assertion,Invariant Violations,"A model using an Int64 broadcast followed by ArgMax can reach an internal assertion in TVM's graph runtime due to missing/incorrect handling of this dtype/operator combination during Relay->TE/TIR lowering or runtime module generation, causing a crash instead of graceful error handling.",[Bug] Int64 BroadCast-ArgMax triggers assertion error at graph runtime,2022-06-21T04:03:46Z,https://github.com/apache/tvm/issues/11794
11810,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Memory Management Defects,"During code generation for CMSIS-NN/ARM, TVM emits a call to `arm_avgpool_s8` without properly setting/providing the required context buffer, causing CMSIS-NN to return `ARM_MATH_ARGUMENT_ERROR` and leading to a crash/failed execution.",[CMSIS-NN][ARM] ARM_MATH_ARGUMENT_ERROR due to not setting the context buffer in `arm_avgpool_s8`,2022-06-21T22:44:36Z,https://github.com/apache/tvm/issues/11810
11897,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"A specific combination of concatenating a strided slice with negative padding triggers wrong buffer binding in storage_flatten/buffer binding, leading to invalid memory access patterns in lowered TIR and a compiler/runtime crash, enabling denial-of-service via a crafted model/IR.",[Bug] concatenating strided slice and negative padding causes wrong buffer binding,2022-06-25T00:54:09Z,https://github.com/apache/tvm/issues/11897
11898,apache/tvm,v0.8,CWE-617: Reachable Assertion,Invariant Violations,"In the TIR pass `lower_thread_allreduce`, the `is_zero(index)` condition is evaluated incorrectly (false when it should be true), leading to generation of invalid GPU synchronization/allreduce code paths and a resulting crash during compilation or runtime for crafted kernels/models that trigger this lowering.",[Bug] GPU `lower_thread_allreduce` is_zero(index) check false,2022-06-25T04:08:34Z,https://github.com/apache/tvm/issues/11898
12001,apache/tvm,v0.8,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The Softmax TE schedule can emit nested parallel constructs during TE-to-TIR lowering, which are not supported by the downstream TIR/LLVM CPU codegen path, leading to a compiler crash when compiling affected models.",[Bug][TE Schedule] Unsupported nested parallel created by Softmax TE schedule,2022-07-04T05:03:00Z,https://github.com/apache/tvm/issues/12001
12008,apache/tvm,v0.8,CWE-20: Improper Input Validation,Tensor Mapping Defects,"During Relay graph optimization (AlterOpLayout/layout transformation), the Resize operator fails to reject unsupported layouts, allowing a crafted model/IR to reach an unhandled path and crash the compiler/runtime instead of producing a controlled error.",Resize does not reject unsupported layout during AlterOpLayout,2022-07-05T01:53:57Z,https://github.com/apache/tvm/issues/12008
12126,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"Using te.gradient on roi_align produces a TIR/IntSet binding scenario during lowering/JIT that the analysis does not robustly handle, leading to an internal failure/crash and thus a denial of compilation/inference availability via a crafted model/program.",[Bug] Failed when using te.gradient for `roi_align`,2022-07-19T06:33:35Z,https://github.com/apache/tvm/issues/12126
12162,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"Using split and rfactor on the same stage can create an inconsistent/unsupported schedule state; InferBound (schedule lowering/bound inference) lacks proper validation/exception handling for this case, leading to a coredump (crash) instead of rejecting the schedule or reporting an error.","[Bug] rfactorï¼šuse split&rfactor for same stage, will coredump in tvm 0.6",2022-07-22T11:19:04Z,https://github.com/apache/tvm/issues/12162
12198,apache/tvm,v0.9.0,CWE-787: Out-of-bounds Write,Memory Management Defects,"Relay constant folding / compile-time evaluation for scatterND does not robustly validate or use overflow-safe arithmetic for large tensor shapes, leading to incorrect buffer size/offset calculations and subsequent out-of-bounds memory writes that manifest as a segmentation fault on x86.",[Bug] [scatterND] large shape will get a Segmentation fault in x86,2022-07-27T09:39:36Z,https://github.com/apache/tvm/issues/12198
12199,apache/tvm,v0.9.0,CWE-20: Improper Input Validation,Memory Management Defects,"The meta-schedule/autotuning task scheduler performs an array access without sufficient bounds checking, allowing crafted or unexpected task/state sizes to trigger OOB access leading to crashes and potential memory corruption.",[Bug] Fix array OOB access in TVM,2022-07-27T10:47:38Z,https://github.com/apache/tvm/issues/12199
12274,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The CUDA/TIR lowering path for warp/sub-warp reductions generates incorrect reduction logic (e.g., wrong lane masking/shuffle/reduction scope assumptions), producing numerically incorrect outputs without crashing, leading to inference result inconsistency.",[Bug] Incorrect result using sub-warp reduction,2022-08-02T06:14:46Z,https://github.com/apache/tvm/issues/12274
12292,apache/tvm,v0.9.0,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"Relay/Tensor advanced indexing using a boolean mask produces incorrect results compared to expected framework semantics, indicating a semantic mismatch in operator handling or lowering for boolean-mask indexing that can be triggered by crafted models using such indexing.",[Bug] Tensor advanced indexing with boolean mask not working,2022-08-03T13:27:03Z,https://github.com/apache/tvm/issues/12292
12326,apache/tvm,v0.9.0,Improper Control of Compilation Availability,Memory Management Defects,"Importing TVM before PyTorch triggers an unsafe interaction during runtime initialization/teardown (e.g., global/static destructors or library finalization order), leading to a core dump and potential memory corruption at process exit.",[Bug] import tvm before pytorch leads to core dump at the end,2022-08-05T18:27:06Z,https://github.com/apache/tvm/issues/12326
12330,apache/tvm,v0.9.0,Improper Control of Compilation Availability,Others,"MetaSchedule auto-tuning can hang after completing a single task, indicating a scheduler/verification/postprocessing path that fails to make progress (e.g., deadlock or infinite loop), allowing a crafted or adversarial tuning workload/model to trigger resource exhaustion and loss of compilation availability.",[Bug][Metaschedule] Tuning trial hanging after one task,2022-08-05T22:16:56Z,https://github.com/apache/tvm/issues/12330
12372,apache/tvm,v0.9.0,CWE-20: Improper Input Validation,Memory Management Defects,"A crafted TE program can generate TIR/LLVM code that indexes buffers outside their allocated extents due to insufficient validation of index ranges during lowering/codegen, resulting in out-of-bounds memory access and inconsistent inference results or crashes.",[Bug] Array out-of-bounds access of TE language,2022-08-11T04:48:55Z,https://github.com/apache/tvm/issues/12372
12373,apache/tvm,v0.9.0,CWE-20: Improper Input Validation,IR Transformation Errors,"The frontend allows misuse of reduce_axis during TE compute/IR construction without sufficient semantic validation, leading to an IR that represents a different reduction than intended and causing inconsistent/incorrect inference results rather than a hard failure.",[Bug] Misuse of reduce_axis,2022-08-11T05:26:57Z,https://github.com/apache/tvm/issues/12373
12374,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Lowering encounters a truncdiv involving the minimum int64 value (INT64_MIN), an exceptional arithmetic case (e.g., overflow/undefined behavior in division/negation paths) that is not properly checked/guarded, leading to a core dump during TE/TIR simplification or code generation.",[Bug] Core dump caused by truncdiv and min_value of int64,2022-08-11T05:37:46Z,https://github.com/apache/tvm/issues/12374
12375,apache/tvm,v0.9.0,CWE-704: Incorrect Type Conversion or Cast,Tensor Mapping Defects,"During lowering (TE->TIR / buffer flattening and type legalization), casting a tensor of bool type to bool triggers an unhandled failure that results in a core dump instead of being safely rejected or handled, allowing a crafted model/program to crash compilation.",[Bug] Core dump caused by cast tensor of bool type to bool,2022-08-11T07:19:24Z,https://github.com/apache/tvm/issues/12375
12377,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"After TIR/TE scheduling with compute_inline, subsequent simplification/constant-folding mishandles the float16 expression `65535f16 * 0f16`, producing an inconsistent result versus the original computation. This indicates a semantic-equivalence violation in optimization passes (likely due to float16 overflow/NaN/Inf/rounding edge-case handling), leading to incorrect inference outputs without necessarily crashing.",[Bug] Inconsistency caused by 65535f16*0f16 after using compute_inline,2022-08-11T08:13:00Z,https://github.com/apache/tvm/issues/12377
12378,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"During compute_inline (and related constant folding/simplification), the compiler mishandles mixed-width integer arithmetic involving int8 multiplication (127i8*127i8) combined with an int64 operand, leading to different overflow/casting behavior than the original non-inlined computation and thus inconsistent inference results.",[Bug] Inconsistency caused by 127i8*127i8*numi64 after using compute_inline,2022-08-11T09:15:24Z,https://github.com/apache/tvm/issues/12378
12379,apache/tvm,v0.9.0,Improper Control of Compilation Availability,Others,"The auto-scheduler's sample_initial_population logic can generate or enter problematic for-loop behavior (e.g., non-terminating/overly large iteration space), leading to crashes or excessive resource consumption during schedule search when triggered by certain workloads/models.",[Bug] for loop problem when sample_initial_population,2022-08-11T12:26:11Z,https://github.com/apache/tvm/issues/12379
12380,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"After applying fuse in TE schedule lowering, subsequent cos/sqrt operations produce inconsistent inference outputs, indicating a semantic mismatch between the intended computation and the generated lowered code (likely due to incorrect index/loop transformation or expression rewriting around fused axes).",[Bug] Inconsistency caused by cos or sqrt after using fuse,2022-08-11T12:56:50Z,https://github.com/apache/tvm/issues/12380
12381,apache/tvm,v0.9.0,CWE-704: Incorrect Type Conversion or Cast,Tensor Mapping Defects,"In the TOPI/TE lowering to C AOT path, TVM emits an incorrect output type for integer avg_pool_2d, causing semantic mismatch versus the expected operator behavior. The wrong dtype can lead to inconsistent inference results and, depending on downstream assumptions about tensor element size/layout, may trigger crashes or memory corruption.",[Bug] TVM generates wrong output type for integer avg_pool_2d,2022-08-11T13:22:57Z,https://github.com/apache/tvm/issues/12381
12383,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"Using compute_at during TE-to-TIR lowering triggers a semantic mismatch for uint32 operations (e.g., uint32-uint32), leading to inconsistent inference results between scheduled and unscheduled code due to incorrect type/overflow behavior preservation.",[Bug] Inconsisteny caused by unit32-uint32 after using compute_at,2022-08-11T14:16:34Z,https://github.com/apache/tvm/issues/12383
12400,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"Relay frontend/type-shape inference for `relay.squeeze` fails to correctly validate and handle unusual axis/shape combinations, leading to crashes during op legalization or type/shape inference when given crafted or edge-case Relay programs.",[Bug] [Relay] Problems observed working with `relay.squeeze`,2022-08-12T10:14:48Z,https://github.com/apache/tvm/issues/12400
12410,apache/tvm,v0.9.0,Improper Control of Compilation Availability,Backend Inconsistencies,"The issue report indicates that enabling AOT with UMA and importing/compiling a TFLite model triggers a crash and potential memory corruption during AOT C backend code generation or runtime interface generation, implying missing/incorrect handling of this configuration leading to unsafe codegen paths and loss of compilation/inference availability.",[Bug] Using AOT with UMA and TFLITE ,2022-08-12T19:16:13Z,https://github.com/apache/tvm/issues/12410
12567,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The ONNX Resize legalization/lowering in TVM v0.9.0 produces numerically inaccurate outputs compared to expected ONNX behavior, indicating a semantic/numerical discrepancy in how Resize attributes (e.g., coordinate transformation, rounding, interpolation details) are interpreted or implemented, leading to inconsistent inference results without necessarily crashing.",[Bug] python.contrib.test_onnx.test_resize numerical accuracy issue,2022-08-24T07:30:14Z,https://github.com/apache/tvm/issues/12567
12569,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"The TIR optimizer simplifies/constant-folds expressions like te.floordiv(a, b-b) without reporting or guarding against the exceptional condition that the denominator becomes zero, allowing crafted IR to trigger undefined behavior or crashes during compilation/runtime instead of producing a diagnostic.","[Bug] no divide by zero report while te.floordiv(a, b-b)",2022-08-24T08:54:39Z,https://github.com/apache/tvm/issues/12569
12645,apache/tvm,v0.9.0,Incorrect Preservation of Model Semantics,Tensor Mapping Defects,"During Paddle->Relay translation, frontend.from_paddle does not correctly interpret paddle.nn.AdaptiveAvgPool2D when data_format=""NHWC"" (layout/axis handling), producing a Relay graph with incorrect pooling semantics and thus inconsistent inference results compared to the original model.","[Bug] frontend.from_paddle does not correctly handle paddle.nn.AdaptiveAvgPool2D with data_format=""NHWC""",2022-08-30T09:09:52Z,https://github.com/apache/tvm/issues/12645
12735,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"A crafted ONNX model using (or resembling) the Resize operator triggers a crash in the Relay frontend during from_onnx constant folding/type inference, indicating missing/insufficient validation and error handling for unusual Resize attributes/shapes, leading to a denial-of-service via compiler crash.",[Bug] TVM errors with an ONNX model (probably related to Resize Operation),2022-09-08T10:31:34Z,https://github.com/apache/tvm/issues/12735
12852,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The MetaSchedule postprocessing pass for layout rewrite lacks robust handling/validation of unusual schedule states produced during auto-tuning, leading to a compiler crash (availability impact) when triggered by specific tuned programs/models.",[Bug] Meta Schedule Layout Rewrite Failure,2022-09-20T22:01:53Z,https://github.com/apache/tvm/issues/12852
12929,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,IR Transformation Errors,"The auto-scheduler schedule search/tuning path for the sparse_dense operator does not correctly handle the sparse_lhs=True configuration, leading to an internal failure and crash during tuning, allowing a crafted model/workload to trigger a denial-of-service of the compilation/tuning process.",[Bug] schedule tuning for sparse_dense with sparse_lhs=True crashes,2022-09-28T18:27:35Z,https://github.com/apache/tvm/issues/12929
12976,apache/tvm,v0.9.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"During TIR lowering for GPU (CrossThreadReduction / cross-thread reduction codegen), the transformation produces semantically incorrect reduction behavior (e.g., wrong synchronization/reduction ordering or missing/incorrect barriers), leading to inconsistent or incorrect inference results compared to the intended model semantics.",[Bug] CrossThreadReduction Lowering Issue,2022-10-03T22:46:30Z,https://github.com/apache/tvm/issues/12976
12995,apache/tvm,v0.9.0,CWE-20: Improper Input Validation,IR Transformation Errors,"During Relay->TIR lowering and subsequent TIR verification, TVM fails to reject or correctly handle semantically invalid TIR (e.g., inconsistent buffer/shape/indexing assumptions). As a result, invalid TIR can still be compiled into a runtime module, leading to crashes, reliability degradation, or inconsistent inference results instead of being caught by validation.",[Bug] Semantically invalid TIR generated from Relay can be built into TVM's runtime module ,2022-10-06T00:02:18Z,https://github.com/apache/tvm/issues/12995
12997,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"During TIR scheduling/MetaSchedule, a compute-at transformation can produce a datatype mismatch between producer/consumer buffers or intermediate expressions. The compiler fails to validate or reconcile these dtype inconsistencies, leading to an internal error/crash when later passes assume consistent types.",[Bug][MetaSchedule] Compute-At DataType Mismatch,2022-10-06T00:10:35Z,https://github.com/apache/tvm/issues/12997
13010,apache/tvm,v0.9.0,CWE-617: Reachable Assertion,Invariant Violations,"During TIR lowering/buffer binding (ArgBinder in StorageFlatten/BufferBindUnwrapper), a TE schedule with an outer reduction axis of length 1 produces a buffer/stride configuration that violates an internal assertion, causing a compiler crash instead of being handled gracefully.",[Bug] Outer reduction axis having length 1 in TE causes strides assertion failure,2022-10-07T13:41:19Z,https://github.com/apache/tvm/issues/13010
13020,apache/tvm,v0.9.0,CWE-682: Incorrect Calculation,Numerical Computing Defects,"During ONNX->Relay/TIR legalization/lowering for Resize (resize2d), the generated computation produces inconsistent/incorrect inference outputs compared to expected semantics, indicating a semantic mismatch in operator handling (e.g., coordinate transform, rounding, interpolation, or scale/size interpretation).",[Bug] resize2d calculate result error,2022-10-10T09:18:38Z,https://github.com/apache/tvm/issues/13020
13044,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Tensor Mapping Defects,"A compiled Relay graph containing the pattern `broadcast_to -> sub -> argmax` triggers a graph runtime failure due to incorrect lowering/codegen or runtime ABI dtype handling, causing a crash during execution and thus impairing inference availability with a crafted model.",[Bug] Compiled `broadcast_to-sub-argmax` fails at graph runtime,2022-10-11T20:10:42Z,https://github.com/apache/tvm/issues/13044
13045,apache/tvm,v0.9.0,CWE-754: Improper Check for Unusual or Exceptional Conditions,Invariant Violations,"A crafted model containing the `squeeze -> broadcast_to -> argmin` pattern causes the TVM graph runtime / generated TIR operator invocation to fail (crash) during execution, indicating missing/incorrect handling of edge-case shapes or operator lowering at runtime, leading to loss of availability.",[Bug] Compiled `squeeze-broadcast_to-argmin` fails at graph runtime,2022-10-11T20:34:30Z,https://github.com/apache/tvm/issues/13045
13048,apache/tvm,v0.9.0,CWE-704: Incorrect Type Conversion or Cast,Numerical Computing Defects,"The Relay optimization/codegen lowering for graph runtime mishandles the semantics of nested casts involving int64 -> bool -> int32, producing an incorrect value for cast<int32>(cast<bool>(-1i64)) (e.g., treating nonzero-to-bool or bool-to-int conversion incorrectly), leading to wrong inference results without a crash.",[Bug] Wrong results of `cast<int32>( cast<bool>(-1i64) )`,2022-10-11T22:20:47Z,https://github.com/apache/tvm/issues/13048
13154,apache/tvm,v0.10.0,Incorrect Preservation of Model Semantics,IR Transformation Errors,"The report indicates that TVM's Pipeline Executor returns wrong inference results at runtime, implying a defect in how the executor composes or executes subgraphs (e.g., ordering, data movement, synchronization, or state handling), leading to compiled execution that is not semantically equivalent to the intended model computation.",[Bug] Pipeline Executor give wrong result,2022-10-20T08:12:20Z,https://github.com/apache/tvm/issues/13154
